idgeral,idpedido,idproduto,codprod,produto,material,cor,impressao,tipo_impressao,quant,preco,layout,amostra,imagem,layout_enviado,poster
6328,8235,1035,,Moleskine,COURINO E PAPEL,PRETA,UV 1X2,0,200,13.5,3,2,,,
6329,8238,1883,,Squeeze Inox 500ml,Inox,PRATA,1x0,1,100,24,3,2,,,
6330,8239,463,,Caderno A5 - 28029,,det. azul,1x0,1,63,36,3,2,,,
6331,8240,463,,18557 - bloco,PlÃ¡stico,Preto,1x0,1,300,8,3,2,,,
6332,8242,463,,MALA ESTOQUE,NYLON,PRETA,SEM,0,8,210,0,2,,,
6333,8244,463,,mochila spot 52627,nylon,cinza,policromia transfer,0,100,190,1,1,,,
6334,8244,463,,copo spot 94058,bambu,verde,1x0,1,200,16.5,1,1,,,
6335,8245,463,,kit BEST,DIVERSOS,KRAFT,1XO,1,50,74,3,2,,,
6336,8246,897,,ECOBAG ALGODÃO,AlgodÃ£o,Cru,1x0,1,100,18,3,2,,,
6337,8247,463,,Caixa de Som  - 04361,Bambu ,BRANCA,1x0,2,72,73,3,1,,,
6338,8248,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE,1X1,1,105,75,3,2,,,
6339,8172,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,,PRATA,1x0,1,150,33,1,2,,,
6340,8249,463,,mochila cinza,nylon,cinza,1xo,1,20,40,3,2,,,
6341,8249,463,,mochila azul,nylon,azul e cinza,1xo,1,23,45,3,2,,,
6342,8249,463,,toalinha de academia ,microfibra,cinza,1xo,1,40,10,3,2,,,
6343,8253,462,,LÃ¡pis Com Borracha,MADEIRA,DIVERSAS,1XO,1,500,2,1,2,,,
6344,8253,463,,MARCADOR DE PAGINA,METAL,PRATA,1XO,2,100,5.5,1,2,,,
6345,8253,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,2XO,1,100,15,1,2,,,
6346,8254,897,,ECOBAG ALGODÃO,algodao,crua,policromia,1,50,37,3,2,,,
6347,8255,1770,,Conjunto De Canetas Roller E EsferogrÃ¡fica,,preta,1x0,2,50,65,3,2,,,
6348,8255,463,,81201 - Caneta laser com estojo ,metal,prata,1x1,2,50,48,3,2,,,
6349,8262,463,,ESPUMANTE E SACOLA,ESPUMANTE E TNT,AZUL MARINHO,1XO,1,2879,42.5,1,2,,,
6350,8262,463,,SUCO E SACOLA,SUCO E TNT,AZUL MARINHO,1XO,1,200,23,0,2,,,
6351,8263,197,,Avental Brim,BRIM,CINZA,2XO,1,150,29,3,2,,,
6352,8265,463,,SQUEEZE FLEX,PLASTICO,VERMELHA,1X0,1,500,3.7,1,2,,,
6353,8266,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1x0,1,100,13,3,2,,,
6354,8267,900,,NECESSAIRE ALGODÃO,algodao,crua,2x0,1,100,7,3,2,,,
6355,8268,1861,,Caderneta Tipo Moleskine,,PRETA,1x1,1,150,23.5,3,2,,,
6356,8269,1907,,Mochila Saco Em Nylon,Nylon,Azul Escuro (Marinho),1x0,1,2800,8.4,3,1,,,
6357,8271,463,,TAÃA DE VINHO,PLASTICO,DIVERSAS,SEM,0,3300,4.9,0,2,,,
6359,8273,862,,Guarda-Chuva ,NYLON,VERDE,1X1,1,34,75,0,2,,,
6360,8274,1926,,Sacola De AlgodÃ£o,AlgodÃ£o Cru,Cru,1x0,1,100,17.8,1,2,,,
6361,8274,1896,,Squeeze Inox 700ml,Inox,Prata,1x0,1,100,33.85,1,2,,,
6362,8276,463,,MOCHILA ANTI FURTO,NYLON,CINZA E PRETO,1XO,2,350,114,1,1,,,
6363,8277,463,,identificador de bagagem,plastico,vermelha,1x0,1,300,4,3,2,,,
6364,8278,897,,ECOBAG ALGODÃO,algodao,crua,2xo,1,100,15,3,2,,,
6365,8279,463,,CADERNO E CANETA,PAPEL RECICLADO,KRAFT E VERDE,1XO EM PRETO,1,150,39,1,2,,,
6367,8281,463,,abridor eletrico,metal,cinza,1xo,2,120,118,3,2,,,
6368,8282,463,,bolsa de viagem grande,nylon,preta,1xo,1,280,97,3,2,,,
6369,8283,463,,03009,,BRANCA,1x0,1,120,13,3,2,,,
6370,8283,463,,14375c,plÃ¡stico,AZUL,1x0,1,120,10,3,2,,,
6371,8284,463,,MOCHILA NOTE,NYLON,CINZA,1XO EM BRANCO ,1,320,66.87,3,2,,,
6372,8285,463,,MOCHILA NOTE,NYLON,CINZA,1XO,1,100,65,3,2,,,
6373,8286,52,,Squeeze PlÃ¡stico 300ml,PlÃ¡stico,Laranja,1x0,1,200,6.5,3,2,,,
6374,8287,463,,CADERN0 RECICLADO E CANETA,PAPEL,KRAFT,1X0,1,30,9,3,2,,,
6375,8288,1907,,Mochila Saco Em Nylon,Nylon,PRETO,1x0,1,70,11.9,3,2,,,
6376,8289,463,,guarda chuva,nylon,preto e prata,1xo,1,50,35,3,2,,,
6377,8290,463,,04070 Caneca TÃ©rmica 700ml,inox ,PRETA,1x0,1,63,79.36,3,2,,,
6378,8291,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,INOX,INOX,1x0,1,35,33,3,2,,,
6379,8292,463,,kit queijo,bambu e kraft,bambu,laser na tabua,2,200,69,3,2,,,
6380,8294,463,,GUARDA CHUVA ,NYLON,PRETA E PRATA,1X0,1,50,35,3,2,,,
6381,8295,463,,kit final de ano,diversos,diversas,1xo,1,75,338,1,2,,,
6382,8296,463,,squeeze,plastico,azul,1xo,0,600,16.5,3,2,,,
6384,8300,463,,Chaveiro - 12965,Metal,Prata/preto,1x0,2,100,12,3,2,,,
6386,8302,463,,Caderneta  14429P,Emborrachada ,PRETA,1x0,1,100,18,3,2,,,
6387,8303,1317,,Fone Bluetooth Com Case Carregador,,PRETA,1x0,1,180,42,3,2,,,
6388,8303,463,,Moleskine   14x21cm A5-5,couro sintÃ©tico,PRETO,1x0,1,180,24,3,2,,,
6389,8304,45,,Caneca Inox 180 Ml,inox,inox,1x0,2,50,18,3,2,,,
6390,8305,463,,AROMATIZADOR,BAMBU,CLARO E ESCURO,LASER,2,500,46,3,2,,,
6391,8306,1445,,Squeeze Em AlumÃ­nio 500 Ml.,ALUMINIO,AZUL,1XO,1,250,29,1,2,,,
6392,8308,463,,embalagem manipulaÃ§Ã£o e entrega,diversos,transparente e verde,sem,0,2050,8,0,2,,,
6393,8309,1454,,Squeeze 500 Ml,alumÃ­nio ,preta - 103,1X0,1,50,39,3,2,,,
6394,8309,463,,LÃPIS - 51736,,PRETO - 103,2X0 - uv,1,300,3,3,1,,,
6395,8310,463,,TABUA DE BAMBU,BAMBU,MADEIRA,1X0,2,50,34,3,2,,,
6396,8313,1429,,Sacola TNT,TNT,PRETA - 1036,1x0,1,300,5.9,3,2,,,
6397,8315,1449,,Copo Para Viagem Em Fibra De Bambu,fibra de bambu e silicone,verde e kraft,1xo,1,100,15,3,2,,,
6399,8318,991,,Caixa De Som Bluetooth Resistente A Ã¡gua ,,BRANCA,1x0,1,50,45,0,1,,,
6400,8318,1922,, Copo TÃ©rmico 500ml Com Abridor,Inox,BRANCO,1x0,1,50,70,0,1,,,
6401,8318,6,,Ecobag Mochila,AlgodÃ£o cru,Cru,2x0,1,50,25,0,1,,,
6402,8319,222,,Touca RN,ribana,branca,3x0,1,400,7,3,2,,,
6403,8320,210,,Toalha Banho Com Capuz,toalha,branca,2xo,1,200,21,1,2,,,
6404,8321,1907,,Mochila Saco Em Nylon,nylon,VERDE,1x0,1,50,13,3,2,,,
6405,8322,1907,,Mochila Saco Em Nylon,nYLON,VERMELHA,1x1,1,100,14,3,2,,,
6406,8323,463,,01093 - Suporte acrÃ­lico para celular.,acrÃ­lico  ,Transparente,SEM,0,100,3,1,2,,,
6407,8324,463,,02051 - Estojo Emborrachado Redondo,Emborrachado,PRETO,1x0,1,100,9.5,3,2,,,
6408,8325,210,,Toalha Banho Com Capuz,toalha,branca,2xo,1,220,16.5,0,2,,,
6409,8326,897,,ECOBAG ALGODÃO,algodao,crua,4xo,1,200,15,1,2,,,
6410,8327,900,,NECESSAIRE ALGODÃO,algodao,crua,1xo,1,2000,9.5,1,2,,,
6411,8328,1018,,Mala De Viagem Bordo,ABS,PRETA,1XO,0,220,351.27,1,1,,,
6412,8329,463,,AROMATIZADOR E MASCARA,BAMBU,BAMBU,1XO,2,50,69,3,2,,,
6413,8331,1887,,Mochila Nylon PoliÃ©ster Para Notebook,PoliÃ©ster,PRETO,SEM IMPRESSÃO,4,25,120,3,2,,,
6414,8333,862,,Guarda-Chuva ,nylon,verde,1x1,1,10,75,3,2,,,
6415,8334,1858,,Squeeze PlÃ¡stico  510 Ml,PLASTICO,TRANSPARENTE,1XO,1,600,19.5,1,2,,,
6416,8335,463,,BOLSA DE VIAGEM,NYLON,PRETA,1XO,1,400,87.5,0,2,,,
6417,8336,463,,KIT REFEIÃÃO,DIVERSOS,CINZA-PRETO E VERDE,1X0,1,50,155,3,2,,,
6418,8337,463,,MOCHILA ANTI FURTO,NYLON,CINZA,LASER,2,20,114,3,2,,,
6419,8340,463,,01325,Nylon,PRETA,SEM IMPRESSÃO,4,10,135,3,2,,,
6420,8341,463,,Caderneta   14092N,Emborrachada ,AZUL,1x0,1,89,22.9,1,1,,,
6421,8343,1171,,Garrafa,METAL,BRANCA,1X0,2,100,40,1,2,,,
6422,8344,463,,KI ONBOARDING,DIVERSOS,KRAFT,1XO,1,100,100,3,2,,,
6423,8345,862,,Guarda-Chuva ,NYLON,VERDE,1X1,1,7,75,3,2,,,
6424,8346,862,,Guarda-Chuva ,NYLON,VERDE,1X1,1,5,75,3,2,,,
6425,8347,463,,GARRAFA COM TERMOMETRO,METAL,PRETA,1XO,2,100,55,1,2,,,
6426,8348,862,,Guarda-Chuva ,nylon,prata e preta,1xo,1,50,47,1,2,,,
6427,8349,1887,,Mochila Nylon PoliÃ©ster Para Notebook,Nylon,PRETA,SEM,4,12,133,3,2,,,
6428,8350,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio ,INOX,1X0,1,15,40,3,2,,,
6429,8352,1,,Ecobag,algodao,crua,1xo,1,198,13,1,2,,,
6430,8352,1538,,Mochila Simples Para Notebook 15.6\'\,nylon,preto e azul,1xo,1,106,75,1,2,,,
6431,8352,1440,,Copo ,bambu,kraft ,1xo,1,304,15,1,2,,,
6432,8352,1445,,Squeeze Em AlumÃ­nio 500 Ml.,aluminio,azul,1xo,1,304,24,1,2,,,
6433,8355,463,,squeeze,plastico,,1x0,1,120,19,1,2,,,
6434,8357,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,INOX,1x0,1,70,28.5,3,2,,,
6435,8360,1907,,Mochila Saco Em Nylon,Nylon,VERDE,1x1,1,100,14,3,2,,,
6436,8361,900,,NECESSAIRE ALGODÃO,AGODÃO - 22 x 14 cm,CRU,1x0,1,500,8.9,3,2,,,
6437,8363,902,, Fone De Ouvido ,PLASTICO ,20 PRETOS E 20 BRANCOS,SEM,0,40,42,0,2,,,
6438,8363,862,,Guarda-Chuva ,NYLON ,VERDE E PRETO,1XO,1,40,44,0,2,,,
6439,8363,463,,MALA PRETA,NYLON,PRETA,SEM,0,5,210,0,2,,,
6440,8363,1241,,Mochila Para Notebook Em Nylon,NYLON ,PRETA,SEM,0,7,85,0,2,,,
6441,8363,463,,BOLSA TERMICA NOVA ,NYLON,CINZA E PRETA,1XO,1,30,65,0,2,,,
6442,8363,463,,BOLSA DE ACADEMIA NOVA,NYLON,PRETA/VERMELHA E AZUL,1XO,1,30,65,0,2,,,
6443,8363,463,,TOALHA DE BANHO BUETTNER,ALGODAO,25 BRANCA E 25 VERDES,SEM ,1,52,35,0,2,,,
6444,8364,1196,,Caneca CerÃ¢mica ,ceramica/porcelana,preta,1xo,1,200,24,3,2,,,
6453,8368,897,,ECOBAG ALGODÃO,AlgodÃ£o,Cru,1x0,1,100,14.5,3,2,,,
6454,8369,463,,mala preta estoque,,,1xo em branco ,0,6,275,1,2,,,
6455,8370,104,,Espelho,plastico,prata,1xo,1,400,4,1,2,,,
6456,8370,9,,Caneta Reciclada,PAPEL E PLASTICO,VERDE E KRAFT,UV,0,500,2,1,2,,,
6457,8371,463,,17011F - Garrafa Inox 750ml, Inox  ,PRETA,1x0,1,400,40,3,1,,,
6458,8372,1837,,Squeeze  600ml - Pintura Fosca,AlumÃ­nio,PRETA,1x0,2,50,28,3,2,,,
6460,8373,974,,Pendrive Twist 8 GB,Inox,Preto,1x0,2,120,35,1,2,,,
6461,8373,406,,Chaveiro Metal,metal,inox,1x0,2,120,9,3,2,,,
6462,8374,463,,estojo,,Preta,1x0,1,250,9.2,3,2,,,
6463,8375,900,,NECESSAIRE ALGODÃO,ALGODÃO,CRU,1x0,1,200,9.95,3,2,,,
6465,8379,170,,Camiseta fio 26,AlgodÃ£o,VERDE (LIMA),3x1,1,1800,30,3,1,,,
6466,8379,794,,CAMISETA FIO 30 COLOR,AlgodÃ£o,VINHO - 8736,3x1,1,200,30,3,1,,,
6468,8384,463,,kit aromatizador,diversos,bambu e preto,1xo,2,50,90,3,2,,,
6469,8385,463,,sacola dobravel,nylon,cinza ou preta,1x0,1,640,28,0,1,,,
6470,8388,1630,,Bolsa TÃ©rmica Em Nylon,Nylon,preto - 103,2x0,1,60,70.5,3,2,,,
6471,8389,463,,SQUEEZE METAL ,METAL,PRETA,1XO,2,50,40,3,2,,,
6472,8390,463,,GUARDA CHUVA DOBRAVEL,NYLON,PRETA,1X1,1,54,75,3,2,,,
6474,8391,185,,Viseira,microfibra,verde limao,2x0,1,100,18,3,2,,,
6475,8392,463,,GUARDA CHUVA DOBRAVEL,NYLON,PRETA,1X1,1,45,75,3,2,,,
6477,8394,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,INOX,1x0,1,50,28.5,3,2,,,
6479,8396,862,,Guarda-Chuva ,nylon,verde,1x1,1,45,75,3,2,,,
6480,8397,463,,KIT OMBORDING,DIVERSOS,KRAFT,1XO,0,80,110,3,2,,,
6481,8398,1514,,Sacola Tipo Mochila Nylon,Nylon,verde - 109,1x0,1,100,12,3,2,,,
6482,8399,463,,mochila asia,nylon,preta e cinza,1xo,2,42,82,1,2,,,
6483,8400,463,,03034 - Mochila ,nylon,PRETA,1x0,1,80,135,0,2,,,
6484,8400,1883,,Squeeze Inox 500ml,INOX,PRETA,1x0,1,100,26.5,0,2,,,
6485,8400,463,,A5-5 (KAO),Caderneta tipo moleskine,PRETA,1x0,1,250,22,0,2,,,
6486,8400,463,,06161F - caneta plÃ¡stica,plÃ¡stico,PRETA,1x0,1,250,2.35,0,2,,,
6487,8401,463,,MOLESKINE,COURINO E PAPEL,PRETA,1XO,1,100,13,3,2,,,
6488,8401,463,,SQUEZZE,METAL,PRETA,1XO,1,100,18,3,2,,,
6489,8401,463,,CANETA TOUCH,METAL,PRETA,1XO,2,100,7,3,2,,,
6490,8403,209,,Lixocar TNT,tnt,verde,1xo,1,500,0.7,1,2,,,
6491,8403,769,,BLOCO NOTAS A6,PAPEL,VERDE,1XO,1,100,9,1,2,,,
6492,8403,463,,CANECA,VIDRO,PRETA,1XO,1,40,20,1,2,,,
6493,8404,463,,chaveiro,metal e courino,preta,1xo,2,60,16.5,1,1,,,
6494,8405,1518,,Mochila DobrÃ¡vel Em Nylon,NYLON,VERDE,1XO,1,100,40.5,1,2,,,
6495,8405,862,,Guarda-Chuva ,NYLON,VERDE,1X1,0,100,52,1,2,,,
6496,8408,222,,Touca RN,RIBANA,BRANCA,3XO,1,400,7,3,2,,,
6497,8410,463,,Necessaire,PVC ,Transparente ,1x0,1,2000,11.95,3,1,,,
6498,8411,463,,copo plÃ¡stico,plÃ¡stico,ROXO,1x0,1,1000,5.11,3,1,,,
6499,8411,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1X1,1,2000,11,3,1,,,
6500,8411,463,,COPO RECICLADO COM ALÃA,BAMBU,BEGE,1X0,1,1000,17.8,3,1,,,
6501,8411,463,,BLOCO RECICLADO C/ POST-IT E CANETA,PAPEL,KRAFT,1X0,1,1000,7.8,3,1,,,
6502,8411,463,,NECESSAIRE,NYLON,ROXA,1X0,1,1000,11,3,1,,,
6503,8411,463,,KIT CHURRASCO,METAL,PRETO E MADEIRA,1X0,2,100,46.5,3,1,,,
6504,8411,862,,Guarda-Chuva ,NYLON,ROXA,1X1,1,200,43,3,1,,,
6505,8411,463,,MOCHILA,NYLON,CINZA E PRETO,1X0,1,150,63,3,1,,,
6506,8412,1387,,Suporte De Anel Para Celular,,PRATA,1X0,2,550,3.1,3,2,,,
6507,8412,463,,CANETA PLASTICA,PLASTICO,AZUL,UV,1,550,2.4,3,2,,,
6508,8413,878,, Toalha De Academia,toalha,branca,2x0,0,100,10.45,1,2,,,
6509,8413,807,,MOCHILA NYLON,nylon,verde,1xo,1,100,11.4,1,2,,,
6510,8413,879,,SQUEEZE FLEX,plastico,verde,1xo,1,200,5.25,1,2,,,
6511,8414,463,,copo termico bambu,bambu e metal,bambu,1xo,2,10,120,1,2,,,
6512,8415,463,,MOCHILA ASIA MC 320,NYLON,CINZA,1XO,1,50,115,3,2,,,
6514,8419,1879,,Garrafa Inox 750ml,Inox,VERDE,1x0,1,100,36.5,3,2,,,
6515,8420,1937,,Copo De Viagem DobrÃ¡vel,silicone,CINZA - 123,TAmpografia - 1x0,1,50,30,3,2,,,
6518,8422,800,,AVENTAL BRIM,BRIM,CINZA,2X0,1,200,29,3,2,,,
6519,8425,463,,sombrinha,nylon,diversas,1xo,1,49,39,3,2,,,
6520,8425,463,,squeeze novo xbz,plastico,diversas,sem,0,50,20,0,2,,,
6521,8425,463,,mochila xbz 02067,nylon,preta,sem,0,20,100,0,2,,,
6522,8425,463,,lancheira termica TASCHEN,NYLON,PRETA,1XO,1,50,30,3,2,,,
6523,8425,1317,,Fone Bluetooth Com Case Carregador,PLASTICO,PRETA,SEM,0,40,43,0,2,,,
6524,8427,900,,NECESSAIRE ALGODÃO,algodao,crua,2xo,1,60,10,3,2,,,
6526,8429,897,,ECOBAG ALGODÃO,algodÃ£o,crua,2xo,1,70,20,1,1,,,
6527,8430,803,,SACOLA TNT,TNT,VERMELHA,1x1,1,500,9.5,3,2,,,
6528,8431,463,,93578 - Conjunto de bloco de notas,cortiÃ§a,Natural,1x1x1,1,100,45,3,2,,,
6529,8432,1387,,Suporte De Anel Para Celular,metal,prata,laser,0,400,3.5,3,2,,,
6530,8433,1445,,Squeeze Em AlumÃ­nio 500 Ml.,aluminio,preta,1xo,1,50,30,3,2,,,
6531,8434,463,,kit gestante,bolsa ,verde e branco,3xo,1,150,45.75,3,2,,,
6532,8434,463,,babeiro bandana,malha,verde,3xo,1,300,10.05,1,1,,,
6533,8435,463,,giz de cera,papel e giz,kraft ,UV,0,830,3.95,1,2,,,
6534,8435,463,,KIT TALHERES SPOT,PALSTICO,BEGE,1XO,1,50,10.3,1,2,,,
6535,8435,463,,LANCHEIRA/MARMITA,SILICONE EPLASTICO,VERDE,1XO,1,50,26,1,2,,,
6536,8435,1023,, Squeeze PlÃ¡stico 700ml Com Infusor,PLASTICO,VERDE,1XO,1,230,21.7,1,2,,,
6537,8436,463,,14490 - Estojo Tubo ,PlÃ¡stico,Branco,1x0,1,50,6,3,2,,,
6538,8437,463,,bolsa termica,nylon,verde limÃ£o,1xo,1,260,19.7,1,2,,,
6539,8437,463,,caneca termica,metal,inox,1xo,2,86,39,1,2,,,
6540,8439,925,,Bloco Com Caneta,papel,verde e laranja,1x0,1,200,19,1,1,,,
6541,8440,1196,,Caneca CerÃ¢mica ,CANECA DE PORCELANA,BARNCA,3X3,1,60,35,3,2,,,
6542,8441,897,,ECOBAG ALGODÃO,AlgodÃ£o,Cru,2x0,1,1500,12.6,3,1,,,
6543,8443,463,,NECESSAIRE,PVC,DEt. BRANCO,1x0,1,450,11.95,3,2,,,
6544,8444,462,,LÃ¡pis Com Borracha,51736 - spot,Azul marinho - 104,2x0 - UV,1,660,2.1,3,1,,,
6545,8445,862,,Guarda-Chuva ,NYLON E MADEIRA,VERDE,1X1,1,100,45,1,2,,,
6546,8446,463,,squeeze unicred,plastico,fume,1xo,1,150,18,1,2,,,
6547,8446,463,,pastas com carregador,courino,preta,1xo,0,4,359,0,2,,,
6548,8447,1429,,Sacola TNT,TNT,VERMELHA,1x0,1,250,5.5,3,2,,,
6549,8447,1933,,Sacola De TNT,TNT,PRETA,1x0,1,250,5.5,3,2,,,
6550,8449,463,,sacola de juta,algodÃ£o e juta,crua,1xo,1,200,17.9,1,1,,,
6551,8450,862,,Guarda-Chuva ,nylon,preta,1x1,1,15,75,3,2,,,
6552,8451,1934,,Caderneta Capa C. SintÃ©tico,Couro sintÃ©tico,Preta  - 103,1x0,1,50,13,3,2,,,
6553,8451,1934,,Caderneta Capa C. SintÃ©tico,C. SintÃ©tico,Verde - 109,1x0,1,50,13,3,2,,,
6554,8451,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1x0,1,100,16,3,2,,,
6555,8451,462,,LÃ¡pis Com Borracha - 51736,,PRETO - 103,1x0 - UV,1,150,1.95,3,2,,,
6556,8451,462,,LÃ¡pis Com Borracha,,VERDE - 109,1x0 UV,1,150,1.95,3,2,,,
6557,8452,1846,,Bateria PortÃ¡til Em AlumÃ­nio,,PRETA,1x0,2,30,95,3,2,,,
6558,8452,1511,,Pasta A4 Em Linho SintÃ©tico,Linho SintÃ©tico,PRETO - 103,1x0,0,30,165,3,2,,,
6559,8453,463,,FLANELA,FLANEL,BRANCA,SEM,0,1700,2.7,0,2,,,
6560,8454,1934,,Caderneta Capa C. SintÃ©tico,C. SintÃ©tico,VERMELHA - 105,4x0,1,25,17,3,2,,,
6561,8454,1934,,Caderneta Capa C. SintÃ©tico,C. SintÃ©tico,PRETA,4x0 UV,1,20,17,3,2,,,
6562,8454,1934,,Caderneta Capa ,C. SintÃ©tico,AZUL - 104,4X0 UV,1,26,17,3,2,,,
6563,8455,91,,Canivete MultifunÃ§Ã£o - (10693- xbz),Canivete de Metal 11 funÃ§Ãµes,inox,1x0,2,200,15,0,2,,,
6564,8455,463,,Lanterna de AlumÃ­nio (13383 - XBZ),AlumÃ­nio,PRETA,1x0,2,200,15.5,0,2,,,
6565,8457,222,,Touca RN,ribana,branca,3xo,1,400,7,3,2,,,
6566,8458,862,,Guarda-Chuva ,NYLON,DIVERSAS,1X1,0,180,38,1,2,,,
6567,8459,463,,BORDADO E LOGISTICA JAQUETAS,NYLON,AZUL E CRUA,PRETO E COLORIDO,3,15,1850,0,1,,,
6568,8460,463,,EM1640 - Estojo papelÃ£o para uma caneta,papelÃ£o,PRETO,1x0,1,200,3.5,3,2,,,
6569,8461,463,,Mochila - 01316,Nylon,PReta,Placa  - Laser,2,20,110,3,2,,,
6570,8466,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,1XO,1,50,15,3,2,,,
6571,8467,410,,Chaveiro Metal. Abridor,METAL,ROXA,1X0,2,1000,2.6,1,2,,,
6572,8468,1196,,Caneca CerÃ¢mica ,CERAMICA,PRETA,1XO - VERDE,1,100,23,3,2,,,
6573,8468,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,1XO,0,100,14,3,2,,,
6574,8468,463,,CADERNO GRANDE,COURINO E PAPEL,PRETA,1XO,1,100,19.5,3,2,,,
6575,8469,463,,KIT ONBORDING,DIVERSOS,KRAFT,1XO,1,50,110,3,2,,,
6576,8470,1514,,Sacola Tipo Mochila ,Nylon,VERDE - 109,1x2,1,500,18.5,1,2,,,
6577,8472,1208,,Necessaire,NYLON E COURINO,CINZA,1X0,1,500,45,3,1,,,
6578,8476,463,,MOCHILA XBZ 02066,NYLON,PRETA,LASER,2,50,120,0,1,,,
6579,8477,406,,Chaveiro Metal - 01955 (XBZ),metal,inox,1x0,2,100,9.5,3,2,,,
6580,8478,463,,tabua de bambu,bambu,madeira,1xo,2,50,36,3,2,,,
6581,8479,45,,Caneca Inox 180 Ml,Inox - 07392(XBZ),Inox,1x0,2,50,16.95,1,2,,,
6582,8480,900,,NECESSAIRE ALGODÃO - 24 x 15 cm,ALGODÃO - 24 x 15 cm,Cru,1x0,1,200,9.95,1,2,,,
6583,8485,463,,PASTA  SPOT,NYLON E COURINO,PRETA E CINZA,1XO,2,50,77.5,1,2,,,
6584,8486,463,,caderno capa dura ,palstico e papel,azul,1xo,1,500,12,0,1,,,
6586,8488,463,,CACHECOL DE SOFT,SOFT,CINZA,1X1 EM BRANCO,1,500,11,1,2,,,
6587,8492,463,,CAIXINHA DE GIZ,PAPEL E GIZ,KRAFT,NUCLEO- UV,1,50,7,1,2,,,
6588,8492,463,,MANTA SOFT SPOT,SOFT,BEGE,1X0,1,50,60,1,2,,,
6589,8493,463,,KIT  CORRIDA BOMBEIROS,MOCHILA E SQUEEZE,VERDE LIMAO ,4X0,0,600,16.5,1,2,,,
6590,8494,463,,Saca Rolhas ElÃ©trico com LED - 18560,Metal,Cinza,1x0,2,50,122.5,3,2,,,
6591,8494,463,,Saca Rolhas ElÃ©trico com LED - 18560,Metal,Preto,Laser,2,50,122.5,3,2,,,
6592,8495,463,,05072 - Kit Costura PlÃ¡stico,PlÃ¡stico,Branca,UV,1,50,14,1,1,,,
6593,8495,463,,05072 Kit Costura ,PlÃ¡stico,Rosa,UV,1,50,14,1,1,,,
6594,8496,463,,moleton adidas,moleton,white,sem,0,1,780,3,2,,,
6595,8496,463,,jaqueta adidas,nylon,preta,sem,0,1,700,0,2,,,
6596,8497,463,,14415 Squeeze  680ml,PlÃ¡stico,FumÃª,1x0,1,350,17.1428,3,1,,,
6597,8498,200,,Avental Oxford,,BORDO ,1X0,3,15,44,3,2,,,
6598,8499,463,,kit churrasco,nylon e metal,preto e prata,laser e serigrafia,2,9,60,1,2,,,
6599,8500,1018,,Mala De Viagem Bordo,ABS,PRETA,1X0,4,50,273,1,2,,,
6600,8503,463,,kit festa junina,diversos,diversas,lapela impressa ,0,2000,6.9,0,1,,,
6601,8504,1241,,Mochila Para Notebook Em Nylon,nylon,preto,sem,0,50,100,0,2,,,
6602,8505,463,,caderno reciclado spot,papel,kraft,2x0,1,73,10,1,2,,,
6603,8506,463,,chaveiro de metal com caixinha,courino e metal,preta e prata,1x0,2,500,15,1,2,,,
6604,8506,463,,porta documentos de courino preto,courino e plastico,preta e prata,1xo,2,500,9,1,2,,,
6605,8507,955,,Moleskine Capa Dura Com 1 Caneta EsferogrÃ¡fica.,A6-6+9997B+A6-box,preta,Silk + laser,2,50,52,0,2,,,
6608,8511,463,,BP 0001 - Sacochila,Nylon,VERDE,1x1,1,100,15,3,2,,,
6609,8512,463,,04081 Caneca TÃ©rmica Inox 350ml,nox,BRANCA,1x0,2,100,63,3,1,,,
6610,8513,862,,Guarda-Chuva ,Nylon,Azul Royal,1x1x1x1,1,108,53,3,1,,,
6611,8514,463,,KIT CRIANDO E CRESCENDO,DIVERSOS,VARIAS,4XO,1,11,350,3,2,,,
6612,8516,463,,TAG,PLASTICO,BRANCA,1X1,1,100,7.8,0,2,,,
6614,8518,37,,Cachecol,SOFT,AZUL MARINHO,1X1,1,200,13,1,2,,,
6615,8519,862,,Guarda-Chuva ,NYLON,VERDE,1X0,1,30,45,3,2,,,
6616,8520,463,,12513PN - Caderneta ,Emborrachada,PRETA,2x0,1,110,15.5,3,1,,,
6618,8522,463,,caixa de papel,papel,preta ,1x1,0,30,20,3,2,,,
6619,8524,463,,17011F - Garrafa  750ml  ,Inox,PRETA,1x0,1,100,40,3,2,,,
6620,8525,463,,MOUSE COM PILHAS,PLASTICO ,PRETO,1XO,1,500,39,3,1,,,
6621,8526,463,,mascara de descanso,nylon,preta,bordado,3,200,9,3,2,,,
6622,8528,463,,13781n -  Sacola de tnt ,tnt ,Preta,1x0,1,250,6,3,2,,,
